convenience_store,fips_state_county_tract_code,gas_station,meal_delivery,meal_takeaway,park,subway_station,supermarket,train_station
18.0,36005017901,3.0,3.0,5.0,9.0,3.0,13.0,0.0
19.0,36005017902,2.0,3.0,5.0,11.0,3.0,12.0,0.0
17.0,36005018101,4.0,5.0,9.0,10.0,1.0,15.0,1.0
18.0,36005018102,3.0,4.0,7.0,11.0,3.0,15.0,0.0
13.0,36005018301,3.0,5.0,9.0,18.0,2.0,11.0,1.0
16.0,36005018302,3.0,3.0,7.0,20.0,2.0,11.0,1.0
6.0,36005018400,6.0,3.0,2.0,3.0,0.0,1.0,0.0
9.0,36005018500,4.0,4.0,3.0,43.0,0.0,15.0,1.0
7.0,36005018900,6.0,0.0,3.0,25.0,5.0,8.0,0.0
8.0,36005019300,6.0,2.0,4.0,21.0,0.0,10.0,0.0
7.0,36005019400,8.0,1.0,3.0,6.0,0.0,0.0,0.0
13.0,36005019500,4.0,3.0,8.0,22.0,3.0,9.0,0.0
19.0,36005019700,7.0,2.0,5.0,18.0,2.0,16.0,0.0
11.0,36005019900,9.0,1.0,5.0,18.0,2.0,14.0,0.0
8.0,36005020000,6.0,2.0,6.0,9.0,3.0,3.0,0.0
9.0,36005020100,7.0,0.0,4.0,16.0,1.0,5.0,0.0
8.0,36005020200,5.0,2.0,8.0,10.0,3.0,7.0,0.0
6.0,36005020400,5.0,2.0,6.0,7.0,3.0,7.0,0.0
4.0,36005020501,6.0,3.0,3.0,19.0,0.0,7.0,1.0
5.0,36005020502,3.0,3.0,3.0,14.0,1.0,3.0,1.0
7.0,36005020601,4.0,2.0,10.0,7.0,3.0,9.0,0.0
13.0,36005020900,2.0,3.0,3.0,22.0,5.0,11.0,0.0
5.0,36005021001,4.0,4.0,5.0,5.0,0.0,8.0,0.0
4.0,36005021002,6.0,3.0,7.0,7.0,2.0,6.0,0.0
13.0,36005021100,9.0,1.0,5.0,17.0,2.0,13.0,0.0
8.0,36005021200,8.0,5.0,8.0,10.0,2.0,7.0,0.0
11.0,36005021301,9.0,2.0,2.0,24.0,3.0,8.0,0.0
12.0,36005021302,7.0,2.0,5.0,23.0,3.0,6.0,0.0
6.0,36005021501,7.0,3.0,3.0,20.0,2.0,8.0,1.0
11.0,36005021502,6.0,3.0,3.0,24.0,5.0,5.0,1.0
10.0,36005021601,9.0,7.0,4.0,9.0,2.0,3.0,0.0
9.0,36005021602,7.0,8.0,3.0,10.0,2.0,6.0,0.0
9.0,36005021700,4.0,4.0,4.0,24.0,5.0,12.0,0.0
5.0,36005021800,10.0,3.0,4.0,9.0,2.0,0.0,0.0
14.0,36005021900,9.0,2.0,5.0,24.0,4.0,16.0,0.0
8.0,36005022000,5.0,2.0,5.0,4.0,2.0,3.0,0.0
13.0,36005022101,9.0,2.0,6.0,19.0,4.0,15.0,0.0
14.0,36005022102,6.0,3.0,6.0,18.0,4.0,13.0,0.0
10.0,36005022200,4.0,6.0,8.0,8.0,3.0,9.0,0.0
12.0,36005022300,2.0,0.0,6.0,20.0,4.0,11.0,0.0
6.0,36005022401,6.0,2.0,4.0,13.0,3.0,4.0,0.0
8.0,36005022403,7.0,2.0,5.0,5.0,2.0,3.0,0.0
7.0,36047059600,4.0,13.0,3.0,5.0,0.0,4.0,0.0
5.0,36047059800,4.0,3.0,1.0,4.0,0.0,1.0,0.0
4.0,36047060000,2.0,24.0,5.0,4.0,0.0,6.0,0.0
7.0,36047060600,7.0,26.0,3.0,6.0,1.0,11.0,0.0
4.0,36047060800,5.0,29.0,6.0,7.0,0.0,17.0,0.0
2.0,36047061002,0.0,13.0,2.0,5.0,1.0,9.0,0.0
5.0,36047061003,5.0,14.0,7.0,9.0,2.0,18.0,0.0
4.0,36047061004,5.0,12.0,6.0,8.0,1.0,13.0,0.0
1.0,36047061200,0.0,25.0,4.0,9.0,1.0,2.0,0.0
0.0,36047061600,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,36047062000,0.0,1.0,4.0,6.0,0.0,5.0,0.0
4.0,36047062200,3.0,3.0,2.0,1.0,0.0,1.0,0.0
6.0,36047062600,8.0,11.0,2.0,2.0,0.0,5.0,0.0
0.0,36047062800,7.0,1.0,1.0,3.0,0.0,0.0,0.0
4.0,36047063200,7.0,5.0,0.0,7.0,0.0,2.0,0.0
0.0,36047063600,2.0,11.0,0.0,5.0,0.0,0.0,0.0
5.0,36047063800,1.0,7.0,0.0,6.0,0.0,3.0,0.0
1.0,36047064000,1.0,10.0,0.0,9.0,0.0,1.0,0.0
3.0,36047064200,3.0,11.0,1.0,8.0,0.0,4.0,0.0
1.0,36047064400,1.0,8.0,0.0,10.0,0.0,1.0,0.0
3.0,36047064600,1.0,9.0,2.0,12.0,0.0,1.0,0.0
1.0,36047064800,1.0,16.0,2.0,10.0,0.0,4.0,0.0
2.0,36047065000,1.0,11.0,2.0,10.0,0.0,3.0,0.0
4.0,36047065200,3.0,14.0,3.0,10.0,0.0,4.0,0.0
2.0,36047065400,4.0,13.0,1.0,4.0,0.0,3.0,0.0
3.0,36047065600,3.0,12.0,1.0,10.0,0.0,1.0,0.0
2.0,36047065800,3.0,7.0,0.0,6.0,0.0,2.0,0.0
4.0,36047066000,4.0,5.0,2.0,7.0,0.0,2.0,0.0
6.0,36047066200,4.0,6.0,2.0,2.0,0.0,1.0,0.0
0.0,36047066600,2.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,36047067000,4.0,15.0,4.0,4.0,0.0,3.0,0.0
5.0,36047067200,3.0,11.0,3.0,6.0,0.0,3.0,0.0
4.0,36047067400,4.0,11.0,3.0,4.0,0.0,4.0,0.0
5.0,36047067600,2.0,9.0,2.0,2.0,0.0,2.0,0.0
9.0,36047067800,5.0,7.0,2.0,2.0,0.0,5.0,0.0
7.0,36047068000,4.0,22.0,3.0,5.0,0.0,3.0,0.0
6.0,36047068200,5.0,16.0,3.0,5.0,0.0,3.0,0.0
5.0,36047068600,5.0,13.0,4.0,4.0,0.0,2.0,0.0
8.0,36047068800,3.0,21.0,2.0,6.0,0.0,2.0,0.0
9.0,36047069000,5.0,20.0,3.0,5.0,0.0,4.0,0.0
5.0,36047069200,4.0,10.0,3.0,3.0,0.0,5.0,0.0
6.0,36047069601,3.0,11.0,2.0,2.0,0.0,4.0,0.0
1.0,36047069602,2.0,12.0,1.0,5.0,0.0,1.0,0.0
7.0,36047069800,1.0,21.0,2.0,6.0,0.0,2.0,0.0
0.0,36047070000,2.0,5.0,0.0,5.0,0.0,1.0,0.0
0.0,36047070201,1.0,4.0,0.0,1.0,0.0,0.0,0.0
0.0,36047070202,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.0,36047070203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,36047070600,0.0,0.0,0.0,4.0,0.0,0.0,0.0
7.0,36047072000,5.0,10.0,2.0,1.0,0.0,5.0,0.0
9.0,36047072200,5.0,3.0,0.0,1.0,0.0,3.0,0.0
6.0,36047072400,6.0,8.0,1.0,4.0,0.0,2.0,0.0
4.0,36047072600,6.0,3.0,0.0,4.0,0.0,2.0,0.0
5.0,36047072800,7.0,5.0,0.0,2.0,0.0,5.0,0.0
4.0,36047073000,4.0,4.0,1.0,7.0,0.0,3.0,0.0
5.0,36047073200,5.0,10.0,2.0,3.0,0.0,3.0,0.0
5.0,36047073400,4.0,9.0,3.0,9.0,0.0,5.0,0.0
5.0,36047073600,3.0,9.0,2.0,9.0,0.0,3.0,0.0
4.0,36047073800,2.0,13.0,2.0,10.0,0.0,5.0,0.0
9.0,36047074000,3.0,15.0,3.0,9.0,1.0,6.0,0.0
9.0,36047074200,2.0,15.0,3.0,6.0,1.0,6.0,0.0
7.0,36047074400,3.0,15.0,2.0,11.0,0.0,5.0,0.0
3.0,36047074600,1.0,14.0,0.0,11.0,0.0,4.0,0.0
3.0,36047074800,2.0,14.0,3.0,3.0,0.0,4.0,0.0
7.0,36047075000,2.0,15.0,3.0,3.0,1.0,5.0,0.0
6.0,36047075200,0.0,10.0,4.0,4.0,1.0,3.0,0.0
5.0,36047075400,1.0,11.0,1.0,4.0,0.0,3.0,0.0
5.0,36047075600,3.0,8.0,1.0,9.0,0.0,4.0,0.0
7.0,36047075800,3.0,13.0,1.0,7.0,1.0,6.0,0.0
7.0,36047076000,0.0,8.0,1.0,4.0,1.0,6.0,0.0
4.0,36047076200,0.0,10.0,5.0,5.0,2.0,5.0,0.0
9.0,36047076400,3.0,14.0,5.0,3.0,2.0,3.0,0.0
6.0,36047076600,2.0,19.0,3.0,3.0,2.0,4.0,0.0
8.0,36047076800,4.0,11.0,5.0,2.0,2.0,8.0,0.0
9.0,36047077000,3.0,15.0,3.0,4.0,2.0,5.0,0.0
7.0,36047077200,2.0,16.0,2.0,3.0,2.0,4.0,0.0
7.0,36047077400,1.0,16.0,2.0,4.0,1.0,5.0,0.0
7.0,36047077600,3.0,17.0,3.0,2.0,1.0,5.0,0.0
6.0,36047078000,4.0,4.0,3.0,4.0,1.0,5.0,0.0
7.0,36047078200,3.0,5.0,2.0,4.0,2.0,8.0,0.0
8.0,36047078400,4.0,12.0,3.0,3.0,1.0,6.0,0.0
10.0,36047078600,2.0,15.0,3.0,2.0,2.0,7.0,0.0
7.0,36047078800,4.0,14.0,2.0,2.0,3.0,6.0,0.0
10.0,36047079000,5.0,20.0,4.0,4.0,2.0,5.0,0.0
12.0,36047079200,6.0,18.0,7.0,4.0,2.0,9.0,0.0
12.0,36047079400,6.0,21.0,9.0,6.0,3.0,11.0,0.0
8.0,36047079601,3.0,24.0,5.0,11.0,3.0,12.0,0.0
9.0,36047079602,3.0,28.0,7.0,9.0,3.0,11.0,0.0
6.0,36047079801,2.0,26.0,7.0,17.0,3.0,9.0,0.0
7.0,36047079802,2.0,19.0,5.0,18.0,2.0,8.0,0.0
7.0,36047080000,7.0,26.0,6.0,16.0,4.0,7.0,0.0
10.0,36047080200,4.0,23.0,7.0,13.0,4.0,10.0,0.0
8.0,36047080400,7.0,12.0,4.0,7.0,2.0,8.0,0.0
4.0,36047080600,7.0,15.0,5.0,10.0,0.0,9.0,0.0
7.0,36047080800,4.0,13.0,2.0,4.0,1.0,7.0,0.0
6.0,36047081000,6.0,12.0,3.0,10.0,1.0,9.0,0.0
9.0,36047081400,4.0,14.0,3.0,2.0,1.0,6.0,0.0
11.0,36047081600,5.0,14.0,4.0,2.0,2.0,9.0,0.0
11.0,36047081800,6.0,13.0,6.0,5.0,2.0,7.0,0.0
13.0,36047082000,5.0,24.0,7.0,7.0,2.0,9.0,0.0
