convenience_store,fips_state_county_tract_code,gas_station,meal_delivery,meal_takeaway,park,subway_station,supermarket,train_station
5.0,36005020502,3.0,3.0,3.0,14.0,1.0,3.0,1.0
7.0,36005020601,4.0,2.0,10.0,7.0,3.0,9.0,0.0
13.0,36005020900,2.0,3.0,3.0,22.0,5.0,11.0,0.0
5.0,36005021001,4.0,4.0,5.0,5.0,0.0,8.0,0.0
4.0,36005021002,6.0,3.0,7.0,7.0,2.0,6.0,0.0
13.0,36005021100,9.0,1.0,5.0,17.0,2.0,13.0,0.0
8.0,36005021200,8.0,5.0,8.0,10.0,2.0,7.0,0.0
11.0,36005021301,9.0,2.0,2.0,24.0,3.0,8.0,0.0
12.0,36005021302,7.0,2.0,5.0,23.0,3.0,6.0,0.0
6.0,36005021501,7.0,3.0,3.0,20.0,2.0,8.0,1.0
11.0,36005021502,6.0,3.0,3.0,24.0,5.0,5.0,1.0
10.0,36005021601,9.0,7.0,4.0,9.0,2.0,3.0,0.0
9.0,36005021602,7.0,8.0,3.0,10.0,2.0,6.0,0.0
9.0,36005021700,4.0,4.0,4.0,24.0,5.0,12.0,0.0
5.0,36005021800,10.0,3.0,4.0,9.0,2.0,0.0,0.0
14.0,36005021900,9.0,2.0,5.0,24.0,4.0,16.0,0.0
8.0,36005022000,5.0,2.0,5.0,4.0,2.0,3.0,0.0
13.0,36005022101,9.0,2.0,6.0,19.0,4.0,15.0,0.0
14.0,36005022102,6.0,3.0,6.0,18.0,4.0,13.0,0.0
10.0,36005022200,4.0,6.0,8.0,8.0,3.0,9.0,0.0
12.0,36005022300,2.0,0.0,6.0,20.0,4.0,11.0,0.0
6.0,36005022401,6.0,2.0,4.0,13.0,3.0,4.0,0.0
8.0,36005022403,7.0,2.0,5.0,5.0,2.0,3.0,0.0
